complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used
724,724,It has been three weeks and my complaint is still not resolved.,,Operations,In Progress,CUST3906,2025-01-14 11:11:00,,2026-07-23 20:15:32,three weeks complaint still resolved,,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
725,725,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST7208,2025-12-03 10:49:00,,2026-07-23 20:15:32,new online system made things much easier well done,,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
726,726,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST5496,2025-10-03 14:18:00,2025-10-13 12:53:32,2026-07-23 20:15:32,official demanded bribe processing documents,238.59222222222223,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
727,727,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST9666,2025-07-23 15:13:00,2025-07-31 09:27:39,2026-07-23 20:15:32,waiting since last month issue fixed,186.24416666666667,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
728,728,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST7996,2025-09-20 08:59:00,2025-09-21 13:43:33,2026-07-23 20:15:32,great job support team issue resolved within day,28.7425,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
729,729,The equipment at the site is old and frequently malfunctions.,,Maintenance,Resolved,CUST9132,2025-04-19 09:39:00,2025-04-28 14:30:14,2026-07-23 20:15:32,equipment site old frequently malfunctions,220.8538888888889,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
730,730,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST4171,2025-07-06 09:56:00,2025-07-09 09:11:50,2026-07-23 20:15:32,unprofessional behavior officer duty,71.26388888888889,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
731,731,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST7793,2025-06-26 09:07:00,2025-06-29 07:37:59,2026-07-23 20:15:32,overcharged last bill one responding,70.51638888888888,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
732,732,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST5614,2025-05-26 17:40:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
733,733,It has been three weeks and my complaint is still not resolved.,,Operations,In Progress,CUST6460,2025-05-17 12:35:00,,2026-07-23 20:15:32,three weeks complaint still resolved,,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
734,734,Staff keep telling me to wait but nothing happens.,,Operations,In Progress,CUST6536,2025-08-01 13:53:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
735,735,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Resolved,CUST8546,2025-11-26 11:02:00,2025-11-26 23:56:23,2026-07-23 20:15:32,great job support team issue resolved within day,12.90638888888889,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
736,736,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST1917,2025-11-15 11:50:00,2025-11-22 12:59:12,2026-07-23 20:15:32,clear favoritism table dealing happening,169.15333333333334,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
737,737,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST6434,2025-07-22 21:20:00,2025-07-31 03:46:15,2026-07-23 20:15:32,official demanded bribe processing documents,198.4375,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
738,738,I witnessed a near-accident due to lack of proper signage.,,Security,Closed,CUST7147,2025-02-05 10:17:00,2025-02-07 07:26:08,2026-07-23 20:15:32,witnessed near accident due lack proper signage,45.15222222222222,Negative,-0.3182,Negative,-0.9997788071632385,Negative,-0.9997788071632385,transformer
739,739,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST6050,2025-07-13 16:11:00,2025-07-16 19:42:41,2026-07-23 20:15:32,major leakage fixed weeks,75.52805555555555,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
740,740,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST7088,2025-09-09 07:26:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
741,741,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Open,CUST4311,2025-04-10 08:11:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
742,742,"Great job by the support team, issue resolved within a day.",,Customer Support,Closed,CUST6572,2025-07-26 13:30:00,2025-07-27 10:53:05,2026-07-23 20:15:32,great job support team issue resolved within day,21.384722222222223,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
743,743,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9456,2025-09-05 10:49:00,2025-09-06 08:19:40,2026-07-23 20:15:32,new online system made things much easier well done,21.511111111111116,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
744,744,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST2897,2025-04-02 09:29:00,2025-04-14 20:10:41,2026-07-23 20:15:32,major leakage fixed weeks,298.6947222222222,Neutral,0.0,Negative,-0.9974085688591003,Negative,-0.9974085688591003,transformer
745,745,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST1755,2025-08-20 14:55:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
746,746,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Resolved,CUST4285,2025-01-25 15:19:00,2025-01-27 08:37:21,2026-07-23 20:15:32,billing error already paid still shows unpaid,41.30583333333333,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
747,747,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3580,2025-07-25 05:28:00,2025-07-26 22:45:39,2026-07-23 20:15:32,billing error already paid still shows unpaid,41.29416666666667,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
748,748,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST6218,2025-12-18 15:32:00,,2026-07-23 20:15:32,three weeks complaint still resolved,,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
749,749,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST9856,2025-07-06 15:04:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
750,750,I was treated very disrespectfully by the customer support agent.,,Customer Support,Open,CUST7987,2025-01-22 12:03:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
751,751,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST6826,2025-11-21 17:53:00,2025-11-27 11:17:26,2026-07-23 20:15:32,staff keep telling wait nothing happens,137.40722222222223,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
752,752,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST8629,2025-09-22 17:51:00,2025-09-30 08:11:22,2026-07-23 20:15:32,technician visited despite multiple requests,182.33944444444444,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
753,753,The staff at the counter was extremely rude to me today.,,Customer Support,Open,CUST8625,2025-10-23 09:29:00,,2026-07-23 20:15:32,staff counter extremely rude today,,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
754,754,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST6412,2025-03-20 08:16:00,2025-03-23 06:12:16,2026-07-23 20:15:32,treated disrespectfully customer support agent,69.93777777777778,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
755,755,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Resolved,CUST8556,2025-06-01 13:04:00,2025-06-05 05:43:35,2026-07-23 20:15:32,witnessed near accident due lack proper signage,88.65972222222223,Negative,-0.3182,Negative,-0.9997788071632385,Negative,-0.9997788071632385,transformer
756,756,An official demanded a bribe before processing my documents.,,Administration,Open,CUST2752,2025-09-20 19:36:00,,2026-07-23 20:15:32,official demanded bribe processing documents,,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
757,757,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST4992,2025-10-18 06:29:00,2025-10-23 00:11:57,2026-07-23 20:15:32,three weeks complaint still resolved,113.71583333333334,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
758,758,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST8132,2025-06-11 19:13:00,2025-06-13 13:24:35,2026-07-23 20:15:32,unprofessional behavior officer duty,42.19305555555555,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer
759,759,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST8972,2025-07-08 10:11:00,2025-07-10 17:13:36,2026-07-23 20:15:32,employee refused help arguing instead assisting,55.04333333333334,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
760,760,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST7648,2025-06-18 08:06:00,2025-06-20 08:16:42,2026-07-23 20:15:32,online payment portal charged twice bill,48.178333333333335,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
761,761,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST2007,2025-08-20 22:49:00,2025-08-23 01:29:31,2026-07-23 20:15:32,overcharged last bill one responding,50.67527777777778,Negative,-0.296,Negative,-0.9996205568313599,Negative,-0.9996205568313599,transformer
762,762,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST3444,2025-11-25 17:40:00,2025-11-28 02:21:19,2026-07-23 20:15:32,bill amount doubled month without explanation,56.68861111111111,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
763,763,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,In Progress,CUST6187,2025-06-19 12:28:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
764,764,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST2462,2025-11-14 13:45:00,2025-11-23 17:59:31,2026-07-23 20:15:32,response time service requests unacceptably slow,220.24194444444444,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
765,765,The new infrastructure upgrade has improved things significantly.,,Maintenance,Open,CUST7049,2025-12-13 08:54:00,,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
767,767,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST7652,2025-06-19 10:25:00,2025-06-23 08:06:30,2026-07-23 20:15:32,asked pay extra money get work done faster,93.69166666666666,Negative,-0.1027,Negative,-0.9994475245475769,Negative,-0.9994475245475769,transformer
768,768,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Open,CUST6902,2025-04-06 15:30:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer
769,769,I was asked to pay extra money to get my work done faster.,,Administration,Open,CUST1257,2025-05-28 21:42:00,,2026-07-23 20:15:32,asked pay extra money get work done faster,,Negative,-0.1027,Negative,-0.9994475245475769,Negative,-0.9994475245475769,transformer
770,770,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST8471,2025-08-05 07:05:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
771,771,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST8373,2025-08-14 15:39:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
772,772,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST4878,2025-03-20 12:00:00,2025-03-26 18:55:29,2026-07-23 20:15:32,technician visited despite multiple requests,150.9247222222222,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
773,773,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST8917,2025-06-18 17:36:00,2025-06-28 21:22:38,2026-07-23 20:15:32,equipment site old frequently malfunctions,243.77722222222224,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
